task,trajectory_id,state_index,robot,object_1,object_2,object_3,object_4,object_5,object_6,object_7,object_8,object_9,object_10,object_11,object_12,object_13,object_14,object_15,object_16,object_17,object_18,object_19,object_20,actions
"navigate to (x=0.13,y=0.06,yaw=-15.9)",5066,1,"(x=0.83,y=-2.22,yaw=-1.7)","rect,0,[0.717, 0.595],(x=0.03,y=-1.43,yaw=178.0)",,"rect,1,[0.583, 0.41],(x=-0.82,y=-1.69,yaw=47.7)",,"circle,1,[0.294],(x=0.95,y=-1.69,yaw=-2.8)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=1.00,y=-0.03,yaw=-3.6)}"
"navigate to (x=0.13,y=0.06,yaw=-15.9)",5066,2,"(x=1.01,y=-0.56,yaw=21.5)","rect,0,[0.717, 0.595],(x=0.03,y=-1.43,yaw=178.0)",,"rect,1,[0.583, 0.41],(x=-0.82,y=-1.69,yaw=47.7)",,"circle,1,[0.294],(x=1.00,y=-0.03,yaw=-3.6)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.13,y=0.06,yaw=-15.9)}"
"navigate to (x=0.44,y=-0.58,yaw=-13.4)",5067,0,"(x=-0.83,y=2.20,yaw=-34.6)","circle,0,[0.359],(x=0.45,y=0.42,yaw=87.2)",,"circle,1,[0.302],(x=1.04,y=1.48,yaw=178.0)","rect,0,[0.531, 0.386],(x=1.05,y=0.57,yaw=126.9)","rect,1,[0.589, 0.415],(x=-0.84,y=1.68,yaw=-49.3)","rect,0,[0.67, 0.591],(x=0.05,y=1.42,yaw=-175.7)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=-0.99,y=0.50,yaw=-91.7)}"
"navigate to (x=0.44,y=-0.58,yaw=-13.4)",5067,1,"(x=-0.60,y=0.72,yaw=-95.1)","circle,0,[0.359],(x=0.45,y=0.42,yaw=87.2)",,"circle,1,[0.302],(x=1.04,y=1.48,yaw=178.0)","rect,0,[0.531, 0.386],(x=1.05,y=0.57,yaw=126.9)","rect,1,[0.589, 0.415],(x=-0.99,y=0.50,yaw=-91.7)","rect,0,[0.67, 0.591],(x=0.05,y=1.42,yaw=-175.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.44,y=-0.58,yaw=-13.4)}"
"navigate to (x=1.50,y=0.29,yaw=39.1)",5068,0,"(x=-0.82,y=2.22,yaw=-29.5)",,"circle,1,[0.312],(x=1.05,y=1.46,yaw=-177.2)",,"rect,1,[0.606, 0.413],(x=-0.84,y=1.68,yaw=134.6)",,"rect,0,[0.71, 0.59],(x=0.04,y=1.44,yaw=-176.8)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=-1.00,y=0.51,yaw=90.9)}"
"navigate to (x=1.50,y=0.29,yaw=39.1)",5068,1,"(x=-0.59,y=0.74,yaw=-88.0)",,"circle,1,[0.312],(x=1.05,y=1.46,yaw=-177.2)",,"rect,1,[0.606, 0.413],(x=-1.00,y=0.51,yaw=90.9)",,"rect,0,[0.71, 0.59],(x=0.04,y=1.44,yaw=-176.8)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.50,y=0.29,yaw=39.1)}"
"navigate to (x=-1.50,y=-0.06,yaw=101.2)",5069,0,"(x=0.80,y=-2.22,yaw=147.3)","rect,0,[0.683, 0.617],(x=-0.02,y=-1.42,yaw=-177.1)",,"circle,1,[0.298],(x=-1.06,y=-1.47,yaw=2.0)","rect,1,[0.593, 0.416],(x=0.84,y=-1.69,yaw=137.6)","circle,1,[0.293],(x=0.43,y=0.51,yaw=-101.4)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=1.00,y=-0.52,yaw=94.0)}"
"navigate to (x=-1.50,y=-0.06,yaw=101.2)",5069,1,"(x=0.58,y=-0.74,yaw=87.5)","rect,0,[0.683, 0.617],(x=-0.02,y=-1.42,yaw=-177.1)",,"circle,1,[0.298],(x=-1.06,y=-1.47,yaw=2.0)","rect,1,[0.593, 0.416],(x=1.00,y=-0.52,yaw=94.0)","circle,1,[0.293],(x=0.43,y=0.51,yaw=-101.4)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=-0.06,yaw=101.2)}"
"navigate to (x=1.41,y=1.53,yaw=-51.7)",5070,0,"(x=-0.84,y=-2.23,yaw=33.6)","rect,0,[0.677, 0.57],(x=0.06,y=-1.44,yaw=-178.4)",,,"rect,1,[0.588, 0.382],(x=-0.83,y=-1.70,yaw=51.8)","circle,1,[0.31],(x=1.03,y=-1.48,yaw=-1.7)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=-0.99,y=-0.54,yaw=94.1)}"
"navigate to (x=1.41,y=1.53,yaw=-51.7)",5070,1,"(x=-0.61,y=-0.75,yaw=92.2)","rect,0,[0.677, 0.57],(x=0.06,y=-1.44,yaw=-178.4)",,,"rect,1,[0.588, 0.382],(x=-0.99,y=-0.54,yaw=94.1)","circle,1,[0.31],(x=1.03,y=-1.48,yaw=-1.7)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.41,y=1.53,yaw=-51.7)}"
"navigate to (x=-1.37,y=-1.12,yaw=-48.1)",5071,0,"(x=0.83,y=2.22,yaw=-155.9)",,"rect,1,[0.576, 0.416],(x=0.83,y=1.67,yaw=42.8)","circle,1,[0.299],(x=-1.06,y=1.46,yaw=-176.2)",,"rect,0,[0.703, 0.603],(x=-0.06,y=1.42,yaw=3.7)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=0.99,y=0.50,yaw=86.7)}"
"navigate to (x=-1.37,y=-1.12,yaw=-48.1)",5071,1,"(x=0.61,y=0.74,yaw=-96.3)",,"rect,1,[0.576, 0.416],(x=0.99,y=0.50,yaw=86.7)","circle,1,[0.299],(x=-1.06,y=1.46,yaw=-176.2)",,"rect,0,[0.703, 0.603],(x=-0.06,y=1.42,yaw=3.7)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.37,y=-1.12,yaw=-48.1)}"
"navigate to (x=-1.50,y=-0.49,yaw=83.4)",5072,0,"(x=0.85,y=2.24,yaw=-154.7)","rect,1,[0.626, 0.401],(x=0.82,y=1.69,yaw=44.6)",,"rect,0,[0.703, 0.616],(x=-0.05,y=1.44,yaw=-179.9)",,,"circle,1,[0.285],(x=-1.03,y=1.48,yaw=-4.3)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=0.98,y=0.51,yaw=88.2)}"
"navigate to (x=-1.50,y=-0.49,yaw=83.4)",5072,1,"(x=0.62,y=0.76,yaw=-90.7)","rect,1,[0.626, 0.401],(x=0.98,y=0.51,yaw=88.2)",,"rect,0,[0.703, 0.616],(x=-0.05,y=1.44,yaw=-179.9)",,,"circle,1,[0.285],(x=-1.03,y=1.48,yaw=-4.3)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=-0.49,yaw=83.4)}"
"navigate to (x=0.43,y=0.05,yaw=-170.6)",5073,0,"(x=-0.83,y=-2.22,yaw=6.8)",,"rect,0,[0.712, 0.615],(x=0.02,y=-1.44,yaw=-177.9)",,"rect,1,[0.616, 0.395],(x=-0.83,y=-1.71,yaw=-135.0)",,"circle,1,[0.288],(x=1.05,y=-1.49,yaw=-179.0)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=-0.99,y=-0.54,yaw=-91.8)}"
"navigate to (x=0.43,y=0.05,yaw=-170.6)",5073,1,"(x=-0.60,y=-0.74,yaw=74.4)",,"rect,0,[0.712, 0.615],(x=0.02,y=-1.44,yaw=-177.9)",,"rect,1,[0.616, 0.395],(x=-0.99,y=-0.54,yaw=-91.8)",,"circle,1,[0.288],(x=1.05,y=-1.49,yaw=-179.0)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.43,y=0.05,yaw=-170.6)}"
"navigate to (x=-0.74,y=-0.45,yaw=77.5)",5074,0,"(x=0.81,y=2.20,yaw=-161.2)",,,,"rect,0,[0.694, 0.593],(x=-0.05,y=1.41,yaw=-177.9)","rect,1,[0.575, 0.391],(x=0.85,y=1.69,yaw=49.9)","circle,1,[0.313],(x=-1.04,y=1.47,yaw=-0.7)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=1.00,y=0.52,yaw=92.5)}"
"navigate to (x=-0.74,y=-0.45,yaw=77.5)",5074,1,"(x=0.59,y=0.72,yaw=-101.3)",,,,"rect,0,[0.694, 0.593],(x=-0.05,y=1.41,yaw=-177.9)","rect,1,[0.575, 0.391],(x=1.00,y=0.52,yaw=92.5)","circle,1,[0.313],(x=-1.04,y=1.47,yaw=-0.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.74,y=-0.45,yaw=77.5)}"
"navigate to (x=-1.50,y=-1.54,yaw=-80.9)",5075,0,"(x=0.85,y=2.21,yaw=-142.4)",,"rect,1,[0.58, 0.404],(x=0.85,y=1.68,yaw=50.8)",,,"rect,0,[0.702, 0.617],(x=-0.06,y=1.45,yaw=3.0)","circle,1,[0.3],(x=-1.05,y=1.50,yaw=-179.8)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=1.00,y=0.51,yaw=93.5)}"
"navigate to (x=-1.50,y=-1.54,yaw=-80.9)",5075,1,"(x=0.62,y=0.73,yaw=-85.0)",,"rect,1,[0.58, 0.404],(x=1.00,y=0.51,yaw=93.5)",,,"rect,0,[0.702, 0.617],(x=-0.06,y=1.45,yaw=3.0)","circle,1,[0.3],(x=-1.05,y=1.50,yaw=-179.8)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=-1.54,yaw=-80.9)}"
"navigate to (x=-0.94,y=-1.30,yaw=179.2)",5076,0,"(x=0.84,y=2.22,yaw=-163.5)",,"rect,1,[0.577, 0.402],(x=0.83,y=1.67,yaw=-135.9)",,,"circle,1,[0.293],(x=-1.05,y=1.46,yaw=-179.7)","rect,0,[0.713, 0.593],(x=-0.06,y=1.41,yaw=-3.2)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=0.99,y=0.51,yaw=-93.6)}"
"navigate to (x=-0.94,y=-1.30,yaw=179.2)",5076,1,"(x=0.61,y=0.75,yaw=-106.3)",,"rect,1,[0.577, 0.402],(x=0.99,y=0.51,yaw=-93.6)",,,"circle,1,[0.293],(x=-1.05,y=1.46,yaw=-179.7)","rect,0,[0.713, 0.593],(x=-0.06,y=1.41,yaw=-3.2)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.94,y=-1.30,yaw=179.2)}"
"navigate to (x=1.38,y=-0.79,yaw=9.5)",5077,0,"(x=-0.81,y=2.20,yaw=-35.6)",,"rect,1,[0.583, 0.682],(x=-0.70,y=-1.84,yaw=-83.9)","rect,0,[0.704, 0.574],(x=0.06,y=1.43,yaw=-179.8)","circle,1,[0.295],(x=1.04,y=1.48,yaw=-179.8)",,"rect,1,[0.626, 0.382],(x=-0.83,y=1.68,yaw=-48.5)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=-0.99,y=0.51,yaw=-90.6)}"
"navigate to (x=1.38,y=-0.79,yaw=9.5)",5077,1,"(x=-0.58,y=0.72,yaw=-95.3)",,"rect,1,[0.583, 0.682],(x=-0.70,y=-1.84,yaw=-83.9)","rect,0,[0.704, 0.574],(x=0.06,y=1.43,yaw=-179.8)","circle,1,[0.295],(x=1.04,y=1.48,yaw=-179.8)",,"rect,1,[0.626, 0.382],(x=-0.99,y=0.51,yaw=-90.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.38,y=-0.79,yaw=9.5)}"
"navigate to (x=-1.50,y=-0.22,yaw=19.9)",5078,0,"(x=0.82,y=-2.24,yaw=167.8)","rect,1,[0.571, 0.398],(x=0.85,y=-1.70,yaw=133.1)",,,"circle,1,[0.296],(x=-1.05,y=-1.46,yaw=4.4)","rect,0,[0.68, 0.624],(x=-0.03,y=-1.45,yaw=3.2)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=1.01,y=-0.54,yaw=90.4)}"
"navigate to (x=-1.50,y=-0.22,yaw=19.9)",5078,1,"(x=0.60,y=-0.74,yaw=108.8)","rect,1,[0.571, 0.398],(x=1.01,y=-0.54,yaw=90.4)",,,"circle,1,[0.296],(x=-1.05,y=-1.46,yaw=4.4)","rect,0,[0.68, 0.624],(x=-0.03,y=-1.45,yaw=3.2)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=-0.22,yaw=19.9)}"
"navigate to (x=1.20,y=-0.53,yaw=-33.2)",5079,0,"(x=-0.84,y=2.22,yaw=-16.8)",,"circle,1,[0.295],(x=1.05,y=1.50,yaw=-179.0)",,"rect,0,[0.733, 0.627],(x=0.04,y=1.45,yaw=-0.3)",,"rect,1,[0.6, 0.4],(x=-0.82,y=1.68,yaw=-48.3)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=-0.98,y=0.51,yaw=-91.7)}"
"navigate to (x=1.20,y=-0.53,yaw=-33.2)",5079,1,"(x=-0.60,y=0.74,yaw=-79.9)",,"circle,1,[0.295],(x=1.05,y=1.50,yaw=-179.0)",,"rect,0,[0.733, 0.627],(x=0.04,y=1.45,yaw=-0.3)",,"rect,1,[0.6, 0.4],(x=-0.98,y=0.51,yaw=-91.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.20,y=-0.53,yaw=-33.2)}"
"navigate to (x=-1.31,y=-0.44,yaw=79.9)",5080,0,"(x=0.84,y=2.22,yaw=-150.4)","rect,0,[0.731, 0.577],(x=-0.06,y=1.42,yaw=-2.0)","circle,1,[0.298],(x=-1.03,y=1.50,yaw=0.9)",,,"rect,1,[0.601, 0.399],(x=0.85,y=1.67,yaw=-135.8)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=1.01,y=0.50,yaw=-93.6)}"
"navigate to (x=-1.31,y=-0.44,yaw=79.9)",5080,1,"(x=0.60,y=0.75,yaw=-92.8)","rect,0,[0.731, 0.577],(x=-0.06,y=1.42,yaw=-2.0)","circle,1,[0.298],(x=-1.03,y=1.50,yaw=0.9)",,,"rect,1,[0.601, 0.399],(x=1.01,y=0.50,yaw=-93.6)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.31,y=-0.44,yaw=79.9)}"
"navigate to (x=0.87,y=0.43,yaw=68.9)",5081,0,"(x=-0.84,y=2.23,yaw=-21.9)","rect,0,[0.606, 0.682],(x=-0.89,y=-1.89,yaw=41.1)",,"circle,1,[0.288],(x=1.04,y=1.49,yaw=4.9)",,"rect,1,[0.594, 0.383],(x=-0.81,y=1.70,yaw=133.4)","rect,0,[0.707, 0.593],(x=0.02,y=1.43,yaw=-0.1)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=-0.97,y=0.53,yaw=90.9)}"
"navigate to (x=0.87,y=0.43,yaw=68.9)",5081,1,"(x=-0.60,y=0.75,yaw=-85.9)","rect,0,[0.606, 0.682],(x=-0.89,y=-1.89,yaw=41.1)",,"circle,1,[0.288],(x=1.04,y=1.49,yaw=4.9)",,"rect,1,[0.594, 0.383],(x=-0.97,y=0.53,yaw=90.9)","rect,0,[0.707, 0.593],(x=0.02,y=1.43,yaw=-0.1)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.87,y=0.43,yaw=68.9)}"
"navigate to (x=-0.61,y=-0.57,yaw=-156.2)",5082,0,"(x=0.81,y=2.22,yaw=-162.4)",,"rect,1,[0.591, 0.395],(x=0.83,y=1.69,yaw=41.7)",,,"circle,1,[0.309],(x=-1.05,y=1.50,yaw=-175.2)","rect,0,[0.703, 0.609],(x=-0.05,y=1.44,yaw=2.6)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=0.98,y=0.53,yaw=85.8)}"
"navigate to (x=-0.61,y=-0.57,yaw=-156.2)",5082,1,"(x=0.59,y=0.75,yaw=-95.7)",,"rect,1,[0.591, 0.395],(x=0.98,y=0.53,yaw=85.8)",,,"circle,1,[0.309],(x=-1.05,y=1.50,yaw=-175.2)","rect,0,[0.703, 0.609],(x=-0.05,y=1.44,yaw=2.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.61,y=-0.57,yaw=-156.2)}"
"navigate to (x=1.16,y=-0.84,yaw=159.0)",5083,0,"(x=-0.83,y=2.23,yaw=-31.2)",,"rect,1,[0.629, 0.386],(x=-0.85,y=1.68,yaw=-48.6)","rect,0,[0.668, 0.593],(x=0.05,y=1.44,yaw=1.0)",,"rect,1,[0.677, 0.69],(x=-0.82,y=-1.26,yaw=54.0)","circle,1,[0.303],(x=1.06,y=1.49,yaw=177.7)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=-1.01,y=0.51,yaw=-91.9)}"
"navigate to (x=1.16,y=-0.84,yaw=159.0)",5083,1,"(x=-0.60,y=0.75,yaw=-92.5)",,"rect,1,[0.629, 0.386],(x=-1.01,y=0.51,yaw=-91.9)","rect,0,[0.668, 0.593],(x=0.05,y=1.44,yaw=1.0)",,"rect,1,[0.677, 0.69],(x=-0.82,y=-1.26,yaw=54.0)","circle,1,[0.303],(x=1.06,y=1.49,yaw=177.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.16,y=-0.84,yaw=159.0)}"
"navigate to (x=-1.50,y=0.17,yaw=-138.0)",5084,0,"(x=0.82,y=2.22,yaw=-160.7)","rect,1,[0.617, 0.412],(x=0.85,y=1.69,yaw=-134.5)","circle,1,[0.3],(x=-1.05,y=1.50,yaw=177.2)","rect,0,[0.686, 0.623],(x=-0.05,y=1.45,yaw=175.2)",,,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=1.01,y=0.51,yaw=-90.6)}"
"navigate to (x=-1.50,y=0.17,yaw=-138.0)",5084,1,"(x=0.58,y=0.75,yaw=-96.9)","rect,1,[0.617, 0.412],(x=1.01,y=0.51,yaw=-90.6)","circle,1,[0.3],(x=-1.05,y=1.50,yaw=177.2)","rect,0,[0.686, 0.623],(x=-0.05,y=1.45,yaw=175.2)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=0.17,yaw=-138.0)}"
"navigate to (x=-0.60,y=-0.43,yaw=-150.0)",5085,0,"(x=0.84,y=2.22,yaw=-163.1)",,,"circle,1,[0.301],(x=-1.04,y=1.47,yaw=2.3)","rect,1,[0.62, 0.38],(x=0.82,y=1.68,yaw=-131.2)","rect,0,[0.667, 0.606],(x=-0.03,y=1.42,yaw=-178.3)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=0.98,y=0.51,yaw=-88.0)}"
"navigate to (x=-0.60,y=-0.43,yaw=-150.0)",5085,1,"(x=0.61,y=0.75,yaw=-101.2)",,,"circle,1,[0.301],(x=-1.04,y=1.47,yaw=2.3)","rect,1,[0.62, 0.38],(x=0.98,y=0.51,yaw=-88.0)","rect,0,[0.667, 0.606],(x=-0.03,y=1.42,yaw=-178.3)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.60,y=-0.43,yaw=-150.0)}"
"navigate to (x=1.50,y=-1.39,yaw=101.9)",5086,0,"(x=-0.82,y=2.22,yaw=-14.3)","rect,0,[0.673, 0.619],(x=0.06,y=1.42,yaw=-179.2)",,,,"circle,1,[0.296],(x=1.04,y=1.48,yaw=-2.4)","rect,1,[0.598, 0.397],(x=-0.85,y=1.68,yaw=135.8)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=-1.01,y=0.52,yaw=93.6)}"
"navigate to (x=1.50,y=-1.39,yaw=101.9)",5086,1,"(x=-0.61,y=0.75,yaw=-77.0)","rect,0,[0.673, 0.619],(x=0.06,y=1.42,yaw=-179.2)",,,,"circle,1,[0.296],(x=1.04,y=1.48,yaw=-2.4)","rect,1,[0.598, 0.397],(x=-1.01,y=0.52,yaw=93.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.50,y=-1.39,yaw=101.9)}"
"navigate to (x=1.50,y=1.65,yaw=-16.0)",5087,0,"(x=-0.83,y=-2.23,yaw=22.0)","rect,1,[0.624, 0.407],(x=-0.83,y=-1.67,yaw=-128.8)",,"circle,1,[0.305],(x=1.04,y=-1.46,yaw=177.5)","rect,0,[0.7, 0.594],(x=0.05,y=-1.42,yaw=179.4)","rect,1,[0.708, 0.239],(x=0.32,y=0.48,yaw=-57.2)","circle,1,[0.26],(x=1.18,y=0.31,yaw=14.3)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=-0.98,y=-0.50,yaw=-85.0)}"
"navigate to (x=1.50,y=1.65,yaw=-16.0)",5087,1,"(x=-0.59,y=-0.76,yaw=82.0)","rect,1,[0.624, 0.407],(x=-0.98,y=-0.50,yaw=-85.0)",,"circle,1,[0.305],(x=1.04,y=-1.46,yaw=177.5)","rect,0,[0.7, 0.594],(x=0.05,y=-1.42,yaw=179.4)","rect,1,[0.708, 0.239],(x=0.32,y=0.48,yaw=-57.2)","circle,1,[0.26],(x=1.18,y=0.31,yaw=14.3)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.50,y=1.65,yaw=-16.0)}"
"navigate to (x=0.05,y=-0.69,yaw=-16.7)",5088,0,"(x=-0.81,y=2.22,yaw=-25.4)",,,,"rect,1,[0.574, 0.384],(x=-0.82,y=1.70,yaw=-47.3)","rect,0,[0.733, 0.579],(x=0.05,y=1.42,yaw=-3.7)","circle,1,[0.299],(x=1.06,y=1.50,yaw=-179.5)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=-0.97,y=0.54,yaw=-90.8)}"
"navigate to (x=0.05,y=-0.69,yaw=-16.7)",5088,1,"(x=-0.59,y=0.74,yaw=-84.3)",,,,"rect,1,[0.574, 0.384],(x=-0.97,y=0.54,yaw=-90.8)","rect,0,[0.733, 0.579],(x=0.05,y=1.42,yaw=-3.7)","circle,1,[0.299],(x=1.06,y=1.50,yaw=-179.5)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.05,y=-0.69,yaw=-16.7)}"
"navigate to (x=-1.39,y=-0.05,yaw=-65.6)",5089,0,"(x=-0.09,y=-2.08,yaw=-173.9)","rect,1,[0.667, 0.617],(x=-0.05,y=-1.42,yaw=-2.0)","circle,1,[0.292],(x=-0.97,y=-1.27,yaw=-4.9)",,"rect,0,[0.861, 0.567],(x=0.64,y=0.37,yaw=75.8)",,"rect,0,[0.624, 0.38],(x=0.84,y=-1.98,yaw=114.1)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=0.46,y=-0.42,yaw=-1.0)}"
"navigate to (x=-1.39,y=-0.05,yaw=-65.6)",5089,1,"(x=0.44,y=-1.16,yaw=63.9)","rect,1,[0.667, 0.617],(x=0.46,y=-0.42,yaw=-1.0)","circle,1,[0.292],(x=-0.97,y=-1.27,yaw=-4.9)",,"rect,0,[0.861, 0.567],(x=0.64,y=0.37,yaw=75.8)",,"rect,0,[0.624, 0.38],(x=0.84,y=-1.98,yaw=114.1)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.39,y=-0.05,yaw=-65.6)}"
"navigate to (x=-1.50,y=-1.70,yaw=-163.1)",5090,0,"(x=-0.09,y=2.06,yaw=-168.6)","circle,1,[0.306],(x=-0.98,y=1.27,yaw=179.8)","rect,1,[0.721, 0.602],(x=-0.02,y=1.41,yaw=2.5)",,"rect,1,[0.765, 0.227],(x=-0.93,y=-0.74,yaw=9.9)",,"rect,0,[0.577, 0.383],(x=0.84,y=1.96,yaw=66.9)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=0.49,y=0.41,yaw=3.0)}"
"navigate to (x=-1.50,y=-1.70,yaw=-163.1)",5090,1,"(x=0.43,y=1.13,yaw=-40.6)","circle,1,[0.306],(x=-0.98,y=1.27,yaw=179.8)","rect,1,[0.721, 0.602],(x=0.49,y=0.41,yaw=3.0)",,"rect,1,[0.765, 0.227],(x=-0.93,y=-0.74,yaw=9.9)",,"rect,0,[0.577, 0.383],(x=0.84,y=1.96,yaw=66.9)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=-1.70,yaw=-163.1)}"
"navigate to (x=-1.37,y=-1.93,yaw=63.1)",5091,0,"(x=-0.07,y=2.08,yaw=-153.6)","circle,1,[0.288],(x=-0.97,y=1.28,yaw=-179.6)",,"rect,0,[0.611, 0.403],(x=0.83,y=1.98,yaw=72.3)",,,"rect,1,[0.693, 0.615],(x=-0.05,y=1.42,yaw=-4.1)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=0.47,y=0.43,yaw=-3.3)}"
"navigate to (x=-1.37,y=-1.93,yaw=63.1)",5091,1,"(x=0.46,y=1.16,yaw=-26.7)","circle,1,[0.288],(x=-0.97,y=1.28,yaw=-179.6)",,"rect,0,[0.611, 0.403],(x=0.83,y=1.98,yaw=72.3)",,,"rect,1,[0.693, 0.615],(x=0.47,y=0.43,yaw=-3.3)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.37,y=-1.93,yaw=63.1)}"
"navigate to (x=-0.97,y=0.14,yaw=-38.7)",5092,0,"(x=-0.12,y=2.07,yaw=-149.0)","rect,1,[0.719, 0.624],(x=-0.04,y=1.41,yaw=-5.0)","rect,0,[0.575, 0.391],(x=0.81,y=1.95,yaw=-115.3)",,,,"circle,1,[0.304],(x=-0.96,y=1.28,yaw=2.7)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=0.48,y=0.41,yaw=-4.5)}"
"navigate to (x=-0.97,y=0.14,yaw=-38.7)",5092,1,"(x=0.41,y=1.16,yaw=-27.9)","rect,1,[0.719, 0.624],(x=0.48,y=0.41,yaw=-4.5)","rect,0,[0.575, 0.391],(x=0.81,y=1.95,yaw=-115.3)",,,,"circle,1,[0.304],(x=-0.96,y=1.28,yaw=2.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.97,y=0.14,yaw=-38.7)}"
"navigate to (x=0.51,y=0.57,yaw=-1.7)",5093,0,"(x=0.10,y=-2.06,yaw=1.5)","circle,1,[0.286],(x=0.97,y=-1.27,yaw=-176.4)",,,"rect,1,[0.712, 0.617],(x=0.05,y=-1.44,yaw=-5.1)",,"rect,0,[0.597, 0.405],(x=-0.84,y=-1.97,yaw=67.8)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=-0.47,y=-0.44,yaw=-5.9)}"
"navigate to (x=0.51,y=0.57,yaw=-1.7)",5093,1,"(x=-0.43,y=-1.14,yaw=132.7)","circle,1,[0.286],(x=0.97,y=-1.27,yaw=-176.4)",,,"rect,1,[0.712, 0.617],(x=-0.47,y=-0.44,yaw=-5.9)",,"rect,0,[0.597, 0.405],(x=-0.84,y=-1.97,yaw=67.8)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.51,y=0.57,yaw=-1.7)}"
